F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,class_
35.84369,0.1966776,31.39119,35.95349,43.51491,12.12372,69.15186,29.61894,79.5006,60.98422,0.5510164,0.7599782,0.166898,0.4679393,0.9024588,0.7355608,6.236791,3.714002,7.699676,5.144157,0.04256693,1.44743,1.388894,1.067926,8.530959,0.4929069,6.886195,2.327386,21.40965,0.7872788,694.684,0.2706455,1374.668,0.1411547,-112.0981,-0.7925296,1693.28,0.1376533,-113.9037,-0.729484,2662.075,0.08454069,-115.4868,-0.7055128,-16.77871,-0.5099298,25.9372,0.4061069,0.05688854,0.4835035,-0.01452632,-0.8320697,-6.913736,15.96122,0.02391995,0.003618821,3.797468,3.084833,0.1516667,0.1287655,0.1672727,0.1389631,1
32.59163,0.1721433,31.53202,33.26825,35.95162,4.419601,99.87001,96.87714,102.0679,100.3398,0.892807,0.5395672,0.5482234,0.7293312,1.095598,0.5473741,9.585546,8.099102,6.82574,5.107738,0.02507116,1.41758,1.213271,0.7015943,3.90825,0.6095558,6.071994,1.570081,13.97556,0.7377594,667.3135,0.2276645,1439.666,0.1229391,-154.3733,-0.5072603,1605.194,0.09668583,-153.0448,-0.5100986,2509.403,0.06871494,-154.537,-0.4889871,-6.370772,-1.149162,16.82807,0.5027267,-0.01907869,-1.016386,-0.004302519,-3.230989,-9.831729,17.99264,-0.03423856,-0.003114256,3.04054,2.727273,0.08166667,0.07340904,0.265,0.2622657,1
35.02347,0.2059207,33.27585,35.89517,38.87674,5.600891,414.6409,861.7032,136.806,167.2845,0.5323373,0.7586257,0.2397258,0.4293906,0.7454864,0.5057606,7.152146,3.699998,5.901306,4.539602,0.03345401,1.35491,1.190339,0.8543487,7.525926,0.5148124,3.882985,3.767102,18.61695,0.8201535,645.9337,0.2665536,1418.619,0.1807901,-91.90434,-0.9609945,1611.618,0.1489703,-92.74648,-0.8891591,2568.731,0.09238067,-96.61987,-0.8208358,-15.33312,-0.5904662,25.47998,0.380579,0.004105827,6.253057,-0.01762518,-1.064213,-12.87245,22.05354,-0.02414245,-0.00216663,3.713528,4.010695,0.1403333,0.1049598,0.09851851,0.08127246,1
34.12126,0.1442491,32.67316,33.88367,36.74773,4.074574,204.0372,236.3465,342.1929,604.1042,0.8591603,0.3131892,0.647221,0.7789617,1.002228,0.3550067,7.218208,4.608287,6.765478,5.509746,0.03684094,1.036016,1.66906,0.503971,2.636391,0.8045555,3.804196,1.983891,19.32694,0.3648845,718.9863,0.2352339,1524.69,0.1351671,-96.10356,-0.938271,1604.549,0.08817283,-96.64037,-0.8920313,2502.058,0.06478687,-100.1791,-0.8310677,-8.951068,-0.4427304,18.20516,0.3188976,0.04127644,0.4486864,-0.01868394,-0.3461166,-6.656497,14.60262,0.03930801,-0.01807834,4.556962,4.871795,0.1026316,0.08018677,0.09,0.06145299,1
34.26165,0.0804981,32.18822,34.20072,36.19857,4.010349,118.8179,104.4952,22.19111,37.47129,1.110927,0.5118467,0.5030567,1.073017,1.634802,1.131745,16.37376,8.102342,13.28585,7.57974,0.02480203,1.547767,1.057603,0.7957751,7.856098,0.3857597,0.02147432,382.0042,22.43362,0.4698342,783.1211,0.1448215,1381.764,0.1219073,-38.98279,-2.01001,1732.937,0.09165604,-45.66468,-1.612169,2651.65,0.06973855,-52.03416,-1.353132,-13.24868,-0.4450991,23.64986,0.3114822,0.08012336,0.2063299,-0.0340015,-0.3877963,-8.891751,18.64852,0.0585389,-0.01957481,4.686119,2.042629,0.3830435,0.3916568,0.09285714,0.08805533,1
34.14025,0.1150899,31.87217,33.83085,36.65722,4.785053,272.2018,301.0422,77.99961,88.83424,0.499289,0.4827251,0.2958872,0.4525469,0.6529879,0.3571007,5.014182,3.024279,4.310738,2.382904,0.03399857,1.462808,1.447839,0.5878104,4.952077,0.6517787,1.957076,4.4875,22.85209,0.4012796,724.0375,0.2222955,1455.794,0.1600823,-52.13972,-1.614405,1647.612,0.1150802,-57.34388,-1.367388,2595.255,0.07257634,-62.23492,-1.216215,-12.9179,-0.5192242,24.2427,0.3080745,0.0945989,0.1277517,-0.02287529,-0.5656171,-12.95892,24.52905,0.08331917,-0.01718051,4.078858,3.964457,0.1760345,0.1758716,0.06659574,0.04682591,1
34.01542,0.04737847,32.73174,33.72784,35.34482,2.613079,109.9634,79.42406,16.39248,6.237713,0.4867856,0.5869998,0.1848519,0.4404938,0.8127232,0.6278713,7.394907,3.788606,3.800333,2.762318,0.02259895,0.9201851,0.9881196,0.9412574,7.091551,0.343862,1.613267,3.153808,19.25114,0.5988815,710.1526,0.1743571,1390.13,0.1430583,-95.28638,-0.9856809,1646.582,0.1102117,-99.47334,-0.9003857,2608.717,0.07993638,-104.0134,-0.821595,-9.949409,-0.9214586,21.96246,0.4301806,0.02918379,0.5931445,-0.01493261,-1.402754,-12.19884,21.28145,-0.000826209,-0.007618582,3.921569,2.985075,0.1708333,0.1155753,0.1572727,0.1696569,1
33.36546,0.06851991,32.12038,33.25409,34.5447,2.42432,32.92636,22.41513,47.42089,40.67469,1.021439,0.3534718,0.7092071,0.9392924,1.315547,0.6063402,7.976346,3.852767,6.433967,2.981364,0.01564041,1.028943,1.120871,0.6611342,4.978081,0.3465804,0.747025,9.897034,13.46426,0.5339664,556.4352,0.1807314,1388.683,0.08785407,-130.2868,-0.7024396,1573.043,0.08781831,-133.3425,-0.646749,2506.659,0.06171006,-133.8494,-0.6386456,-10.806,-0.3377335,16.27526,0.3514647,-0.007441939,-2.154727,-0.0290679,-0.2790681,-11.10765,16.67105,-0.01980476,-0.02007135,3.379416,2.631579,0.1258823,0.06651483,0.2205555,0.153024,1
42.56975,0.06705359,40.62819,42.30472,44.35621,3.72802,117.4153,128.1745,112.5431,170.7537,0.8067331,0.5314952,0.4216367,0.6457454,1.298385,0.876748,8.492555,3.875932,8.324533,4.208016,0.02121056,1.239232,1.084457,0.6503158,6.699327,0.5087471,0.2124946,56.8946,6.425994,1.73354,756.7567,0.251331,1393.642,0.1745156,-107.9202,-0.8795919,1631.694,0.09292284,-89.48157,-1.056816,2549.528,0.07088732,-93.11098,-0.9790921,0.6873484,9.280258,9.872691,0.6975114,0.01231918,1.391507,0.004334337,2.787557,-1.774828,10.02101,0.002723561,0.004286671,4.310345,3.478261,0.1495833,0.1123046,0.1333333,0.1146977,1
35.47264,0.08985708,33.02159,34.80677,38.42142,5.399834,41.76813,22.72451,19.25254,9.71403,0.1580446,0.5958503,0.06482353,0.1471652,0.241576,0.1767524,1.835408,1.102786,1.445151,0.7245823,0.02267749,1.65138,0.8040552,1.088207,10.58209,0.2611099,13.17017,0.746089,34.03301,0.3101302,699.9968,0.2367543,1345.251,0.1706526,-73.74167,-1.104169,1785.866,0.1661585,-83.06961,-0.8697631,2732.253,0.08592043,-84.55642,-0.8455164,-25.53374,-0.2819224,33.51986,0.3084656,0.04046442,0.6540656,-0.0248766,-0.4569217,-19.20651,25.83485,-0.000546128,-0.006188352,4.429302,2.409639,0.285,0.2979633,0.1390909,0.07378772,1
37.35781,0.03770851,36.4343,37.1885,38.05085,1.616554,108.1216,216.0104,22.42032,23.85961,1.826077,0.4868129,0.8815982,1.685176,2.781327,1.899729,25.59459,10.10366,20.01397,8.767346,0.01942726,1.240671,1.089999,0.6911681,8.191873,0.3796771,2.447658,3.25329,15.9436,0.5481859,637.8281,0.2197046,1479.078,0.1395208,-51.62709,-1.607448,1600.179,0.1009396,-54.60593,-1.375327,2498.604,0.07208139,-55.8087,-1.333898,-8.713133,-0.5919932,15.30463,0.4660628,0.05289708,0.3834726,-0.03173046,-0.3305053,-7.859626,13.44845,0.02897069,-0.02187476,5.882353,3.722085,0.1946667,0.178955,0.05714286,0.09330659,1
31.73204,0.1610079,27.69662,30.28337,36.52053,8.823917,80.80096,89.4856,56.2489,75.11387,0.3189369,0.6157156,0.1887653,0.2637057,0.4012967,0.2125314,3.873288,3.627315,4.053211,3.173731,0.0318609,0.7977375,1.294041,0.7465357,5.776257,0.4962874,6.049357,1.48843,22.66991,0.3574748,742.662,0.1719324,1452.208,0.1092249,-155.7086,-0.4970145,1663.499,0.100101,-156.1442,-0.4791872,2577.993,0.05988642,-157.8173,-0.455622,-10.91756,-0.491841,20.83362,0.3035074,0.02541871,0.789297,-0.01147657,-0.9073797,-6.573014,15.18636,-0.002053706,0.001460648,2.561757,2.849265,0.07354838,0.05850549,0.2567742,0.2662207,1
34.24363,0.05140072,32.87045,33.8102,35.32063,2.45018,24.41564,18.71254,21.4455,18.42281,0.5081769,0.6881204,0.1901467,0.4315702,0.7680702,0.5779235,7.293245,5.295133,5.535522,3.829897,0.01520535,1.120093,0.9587844,1.011248,9.311933,0.2931338,2.620414,3.065582,21.78602,0.4026925,636.4958,0.2185074,1487.781,0.1275882,-62.48928,-1.393261,1608.791,0.1121974,-68.21531,-1.20123,2588.29,0.07653877,-74.32324,-1.048592,-13.78336,-0.4427769,25.40708,0.3050615,0.01858031,1.086494,-0.02199175,-0.5437707,-14.52705,25.97181,-0.0265222,-0.003234752,3.08642,2.272727,0.3018182,0.2605292,0.1337931,0.1433687,1
37.3791,0.07467936,34.83567,38.06493,39.79444,4.958775,88.20649,76.63757,18.65861,8.218451,1.240338,0.3932766,0.7728326,1.185513,1.73006,0.9572271,11.29472,8.997224,10.50069,5.263056,0.02122457,1.286449,0.92843,0.6013728,7.724337,0.4121902,5.06492,2.051935,14.35468,0.6983665,721.8896,0.2816996,1528.275,0.1621293,-73.5167,-1.245964,1584.214,0.09646478,-67.80492,-1.261112,2483.621,0.06451622,-70.70122,-1.182081,-6.381817,-0.7052205,16.27851,0.4371279,0.05614102,0.2788889,-0.02137426,-0.4371056,-5.965768,13.12291,0.04330643,-0.01931274,4.575164,2.863436,0.23,0.1213387,0.1083333,0.1563561,1
23.87588,0.06811372,22.56903,23.39117,25.63018,3.061148,90.83353,98.69474,35.46505,49.61617,0.2445572,0.8295633,0.08356642,0.1966377,0.3523812,0.2688147,4.354244,2.196733,2.645612,1.83506,0.02460413,0.8470052,1.576116,0.8093749,3.327156,0.6542759,5.495852,1.338626,24.44024,0.3690414,599.3808,0.3981989,1411.838,0.1547651,-102.4807,-0.9064828,1531.323,0.1702171,-104.4468,-0.8550442,2495.806,0.09388645,-107.3365,-0.8064253,-13.93019,-0.5114732,23.56319,0.3243425,0.02161177,1.119239,-0.005065138,-4.417791,-7.116121,15.60451,0.007340705,0.01728344,3.921569,2.493766,0.198,0.15911,0.183,0.1822114,1
41.43576,0.06683393,39.4027,41.39578,43.78715,4.384445,40.25094,42.16153,51.46586,45.99833,0.8557193,0.7386822,0.3230834,0.6800396,1.278248,0.9551649,11.8572,6.874825,10.41859,5.000893,0.02605286,1.605554,1.021107,0.723037,8.339793,0.3741456,8.883588,1.143266,10.64419,1.066594,719.1465,0.2462196,1451.849,0.1713429,-79.89165,-1.122486,1676.65,0.1004379,-71.98166,-1.143306,2579.148,0.05828387,-69.91733,-1.196715,-6.171348,-1.346717,12.44876,0.7781958,0.03812044,0.5178118,-0.01920579,-0.7594197,-7.481175,13.76312,0.01277004,-0.005011314,4.177778,2.678571,0.248,0.1896734,0.107931,0.1143913,1
34.04221,0.02869874,33.23011,33.90157,34.80755,1.577446,77.66441,84.50176,14.4125,10.194,0.4149754,0.6039848,0.1946609,0.3327434,0.642113,0.4474521,6.778543,4.799115,3.546067,2.731239,0.01809791,1.228843,1.043684,0.7769766,7.861346,0.3046736,1.643208,5.27675,18.21116,0.575955,586.5468,0.2823779,1528.102,0.1942612,-75.28634,-1.235102,1572.171,0.1064668,-80.71825,-1.064631,2525.943,0.06060518,-81.0144,-1.059459,-10.81687,-0.6354256,17.98196,0.4718379,0.0410143,0.439026,-0.02161535,-0.5983674,-6.549851,12.95851,0.01172305,-0.002957331,4.283604,2.831595,0.2163158,0.1290537,0.1305882,0.1051313,1
31.61962,0.05175707,30.59278,31.40682,32.53999,1.947206,70.93056,82.3727,10.44134,12.06368,0.5164451,0.5955095,0.2596465,0.4680508,0.7185587,0.4589123,5.953716,3.247346,3.465258,2.717574,0.01746316,1.029587,1.066909,0.9352704,7.36729,0.350669,0.3652718,17.1661,14.98235,0.6666555,679.1949,0.2038299,1320.429,0.1327254,-98.12193,-0.9341455,1701.994,0.1588599,-103.788,-0.8283242,2566.477,0.07111157,-103.2599,-0.8363535,-12.61413,-0.4839934,19.13798,0.4341922,0.04277997,0.4127387,-0.02965068,-0.4167548,-6.351091,12.40085,0.01457608,-0.009758297,3.322615,2.047414,0.2557895,0.2035298,0.2015,0.1894274,1
34.66465,0.09924491,32.09976,34.32055,37.13384,5.034081,106.0489,170.765,45.57221,48.55835,0.55275,0.6205577,0.2280027,0.4756958,0.8972327,0.66923,8.929456,5.253633,6.071641,3.396269,0.02911305,1.396256,1.142039,0.8597261,5.805851,0.6385036,1.472176,6.360176,10.96601,0.952912,634.6315,0.275196,1349.537,0.1747947,-89.13892,-1.063851,1688.728,0.1261945,-93.6888,-0.9391947,2593.625,0.06466262,-90.48793,-1.000263,-6.198215,-1.14376,10.52692,0.748067,0.03673508,0.5503128,-0.03166005,-0.560322,-3.273306,8.876254,0.00108085,-0.007642737,4.07629,2.773613,0.1975676,0.1600997,0.1447945,0.137224,1
30.52388,0.1122416,28.72377,29.65774,31.42945,2.705681,31.76888,13.89572,17.74616,20.76495,1.041895,0.5677124,0.5622495,0.9629,1.371979,0.8097292,9.968985,5.453283,7.948115,3.542543,0.02738952,1.342465,0.9757648,1.019715,7.281555,0.365293,0.03188755,146.2108,31.44322,0.3154435,671.1766,0.2583502,1461.707,0.1337749,-67.77528,-1.289194,1606.485,0.1697055,-77.44524,-1.021991,2668.717,0.09047277,-84.11834,-0.8879802,-20.96711,-0.3380608,31.41463,0.2171995,0.03953217,0.4707194,-0.04229889,-0.3129694,-14.18353,22.86037,0.01403231,-0.02339322,3.579418,2.494331,0.2672727,0.2325781,0.1136364,0.05973772,1
36.47797,0.1637768,30.60524,35.49435,42.02521,11.41997,324.5778,483.2663,77.75823,73.46054,0.5488227,0.73369,0.1576524,0.4689246,0.8689861,0.7113337,7.950659,4.53177,6.937761,3.559422,0.02768541,1.002802,1.159239,0.6549303,6.648359,0.4780584,4.035645,2.156759,13.30472,0.738009,729.7951,0.2939388,1430.715,0.1488943,-85.22649,-1.082859,1620.626,0.1146126,-84.30682,-1.047477,2523.438,0.071336,-87.25553,-0.9866306,-6.966441,-0.8331568,16.30427,0.485248,0.07577309,0.321116,-0.007431724,-1.530706,-6.636744,14.52119,0.04477967,-0.000488193,3.921569,3.0837,0.1878572,0.2049453,0.1230769,0.1410065,1
26.56654,0.1793136,23.25742,24.32204,31.50872,8.251307,459.0839,503.6852,93.95011,107.6678,0.4820086,0.5167736,0.284971,0.3741317,0.6977296,0.4127586,3.181381,1.373729,3.268174,1.992049,0.07217807,1.536888,1.727737,0.6391171,3.209932,0.7407281,6.702548,1.076458,15.06674,0.6161439,609.5593,0.3168568,1462.793,0.1068641,-99.98808,-0.9977928,1531.786,0.1169581,-102.1856,-0.9480214,2449.939,0.06857164,-103.9482,-0.9160478,-9.644576,-0.5157664,18.53464,0.3905215,0.07019909,0.2158312,-0.01837078,-0.670469,-8.829912,18.70139,0.04902048,-0.005423746,3.482587,2.538071,0.184,0.1179152,0.1718182,0.1536713,0
19.54995,0.08095698,18.41257,19.50338,20.73349,2.320915,111.4335,94.26302,16.34311,6.784576,0.4678071,0.5404979,0.2585748,0.4293816,0.6382073,0.3796325,5.165714,2.306992,5.415348,3.784175,0.02730974,0.8630431,1.461877,0.7669067,2.631818,0.6446528,3.942964,0.6178257,25.85046,0.2947049,563.6808,0.1998418,1405.663,0.1677186,-116.4318,-0.8002633,1503.228,0.1062222,-122.4696,-0.7058609,2485.711,0.06102966,-125.2861,-0.6644142,-15.58432,-0.3098749,25.82218,0.3368084,0.02480009,0.6079872,-0.0262333,-0.5327822,-7.787529,15.29263,0.01808886,-0.0123096,4.683841,3.080569,0.1276923,0.1232979,0.1635714,0.1614491,0
30.70344,0.1462194,26.83977,29.47087,36.06213,9.222357,68.81973,55.65792,31.84221,18.77612,0.9948323,0.603897,0.468959,0.8412794,1.455274,0.986315,13.73376,7.978722,10.60542,6.480671,0.03551405,1.301754,1.362944,0.649881,5.289124,0.5844066,6.311069,2.057655,24.09349,0.4362933,560.2418,0.2982851,1564.158,0.1153003,-59.76512,-1.442303,1494.373,0.1383066,-62.91455,-1.25971,2417.24,0.07765968,-68.04398,-1.119102,-13.57687,-0.4466085,24.33667,0.325906,0.04508402,0.4774363,-0.02322616,-0.5881929,-9.582516,15.64643,0.007958413,-0.003767404,5.147059,2.763819,0.2545455,0.1469919,0.11625,0.09551669,0
19.56452,0.04656856,18.70579,19.48289,20.37897,1.673182,20.47339,7.809281,14.92708,15.53926,0.4334508,0.5077404,0.2390773,0.3831814,0.658548,0.4194707,3.749416,2.222506,3.191154,1.584475,0.02175957,0.8789282,1.542969,0.8979245,3.045148,0.4493162,4.62835,0.7909362,30.1718,0.2193367,470.4785,0.2814801,1443.141,0.1297547,-89.37533,-1.078876,1386.377,0.1349076,-97.79434,-0.9117203,2407.219,0.05817061,-101.8929,-0.838097,-19.18207,-0.2884175,28.39765,0.200356,0.001762076,11.46333,-0.01719918,-0.813754,-14.09596,24.64551,-0.01538786,0.000359445,3.981265,1.658768,0.3271429,0.4113988,0.2225,0.2172412,0
25.92343,0.07576194,24.37232,26.07616,27.35015,2.977825,196.2766,395.0904,54.25852,112.4294,0.5429497,0.4932843,0.3018586,0.4978637,0.7870595,0.485201,6.1654,3.347098,7.095457,3.611946,0.02530531,1.021083,1.18609,1.059391,6.06446,0.3638118,3.099844,1.429936,27.61933,0.2283427,481.0414,0.25605,1410.41,0.1145714,-62.06479,-1.369084,1395.995,0.1178382,-70.4523,-1.131631,2406.082,0.06618328,-78.1161,-0.9563854,-15.53945,-0.4088083,25.65751,0.2448812,0.02794987,0.6281044,-0.01790816,-0.8702881,-3.984819,11.42273,0.01279783,0.001715461,4.940375,3.098107,0.2172222,0.1800557,0.09117647,0.05334486,0
25.19963,0.1021006,22.76919,24.79166,27.33005,4.56086,48.94858,40.44549,35.64341,29.3172,0.4759617,0.6403974,0.1752626,0.4222088,0.7120872,0.5368246,7.446651,4.548252,5.712903,5.18494,0.03685434,1.023151,1.21748,1.004521,4.940649,0.5417123,3.502781,1.528784,37.61949,0.1994473,548.4793,0.2361505,1450.267,0.1072469,-107.6767,-0.8672003,1464.693,0.138363,-115.8517,-0.7354431,2498.809,0.07838593,-121.8721,-0.6487918,-22.72775,-0.2709287,35.60141,0.1634745,0.02539559,0.7780396,-0.02731495,-0.5001215,-15.50148,25.19568,0.01192142,-0.009114486,3.773585,2.232143,0.2055,0.1354059,0.2225,0.2589957,0
26.57928,0.1074412,25.81952,27.42775,27.95303,2.133507,124.2622,132.3735,19.6426,18.69319,0.308029,0.5647563,0.1453162,0.2854994,0.4584846,0.3131683,3.303185,1.7412,3.013603,1.630563,0.02853199,1.539863,1.027288,0.8027977,7.148767,0.2928512,0.7187363,7.504986,38.28637,0.1903402,590.9821,0.244588,1519.98,0.10869,-91.73857,-0.9970019,1517.435,0.1408533,-99.80208,-0.8429338,2605.245,0.11231,-109.9239,-0.6863973,-21.21692,-0.3406466,35.29381,0.2447965,0.01318179,1.525176,-0.02559679,-0.497315,-11.47312,20.73285,0.000687775,-0.007242491,4.475043,1.909722,0.2918182,0.1788254,0.1933333,0.1449329,0
23.65445,0.2048574,21.98078,22.95746,23.9798,1.999023,35.80087,30.45006,54.71646,62.70947,0.419882,0.5752103,0.1927827,0.3875121,0.6194648,0.4266821,5.144893,2.568612,5.154027,3.774755,0.04340335,1.142916,1.086647,0.8939772,5.321794,0.3216386,4.429736,1.167886,28.22803,0.3722154,498.8334,0.3480534,1335.301,0.1744722,-107.7588,-0.8662648,1455.816,0.1508949,-114.328,-0.7488589,2397.496,0.08054212,-115.8785,-0.7252817,-18.54857,-0.4671446,25.70981,0.3812888,0.007266323,2.441319,-0.008154502,-1.696351,-4.811767,12.02457,-0.01374925,0.01009916,4.130435,2.185792,0.213,0.1659548,0.2133333,0.235581,0
23.6381,0.1703013,20.65867,23.09791,27.59335,6.934677,103.5109,131.409,131.9674,197.7573,0.5185029,0.4585085,0.3399869,0.4971391,0.6428342,0.3028473,5.958588,3.304179,4.059945,2.639437,0.04489288,1.979095,1.349048,0.6826856,3.127803,0.726245,7.204952,2.937592,22.21735,0.3765331,579.7971,0.2497864,1522.804,0.1294878,-63.54708,-1.245539,1546.479,0.131163,-71.58559,-1.03213,2466.627,0.06968509,-74.62438,-0.9644584,-16.31883,-0.3158067,23.5469,0.2786896,0.01089638,2.291977,-0.01768003,-0.5771226,-17.21195,26.30828,-0.003481498,-0.01303413,5.152225,5.21327,0.1259091,0.09301315,0.059375,0.06169165,0
29.75093,0.1154986,27.33517,29.57184,31.27991,3.944733,82.19143,66.12823,77.46735,130.9913,0.3727301,0.774866,0.1657503,0.2819529,0.5218163,0.356066,4.174153,3.774565,4.136045,4.644229,0.02546495,1.254047,1.47311,0.6169259,4.288392,0.5561006,-4.162015,-1.902558,9.850372,0.9810326,662.3756,0.2210729,1488.379,0.1481794,-123.2438,-0.7746677,1589.759,0.09374054,-125.2868,-0.7305513,2537.288,0.05586575,-126.6295,-0.7090926,-9.873107,-0.4062808,17.99548,0.3025393,0.04066054,0.3964386,-0.02246083,-0.5035551,-11.62184,19.23763,0.02261186,-0.01567654,2.4,2.70073,0.1316216,0.1041442,0.2181081,0.2286132,0
32.44283,0.1251556,30.24392,31.99147,35.34401,5.10009,298.8146,422.3124,176.4423,241.6484,0.4533505,0.5859607,0.1782562,0.4164841,0.638976,0.4607198,5.034185,3.697815,5.105742,2.918054,0.04080172,2.127006,1.023105,0.8600505,8.470981,0.3274626,10.0634,0.7671382,35.70308,0.2700259,653.1564,0.2612997,1437.242,0.1525163,-78.79951,-1.074443,1656.668,0.1702647,-85.71932,-0.8974735,2669.598,0.08265852,-91.40641,-0.8007213,-24.05318,-0.2309192,34.92896,0.2391781,0.02874063,0.7854992,-0.02296745,-0.5795892,-17.15914,28.26601,-0.01225688,0.003006373,3.278688,2.606635,0.2472727,0.1853788,0.127,0.1222334,0
29.89354,0.1246151,26.59831,29.55739,32.64631,6.047995,71.25951,104.0989,28.92466,14.1008,0.4768102,0.4915304,0.2388991,0.487165,0.709289,0.4703899,7.195356,4.127731,4.969036,2.887946,0.02716144,0.8833227,1.305876,0.7295983,4.876898,0.4917317,4.761688,1.752488,15.66829,0.6912827,615.5226,0.3311631,1487.094,0.1725254,-67.83286,-1.258669,1549.218,0.1426668,-71.25679,-1.141629,2454.546,0.09037387,-73.62022,-1.08443,-8.427418,-0.8304499,17.45547,0.5121914,0.009343125,2.608828,-0.01156879,-1.276166,-16.67142,25.96771,-0.02453602,0.001833158,5.415861,3.515625,0.1861111,0.1834284,0.08235294,0.04722031,0
24.80631,0.05259551,23.57639,24.6651,26.12129,2.544899,125.2147,147.6269,13.27923,6.34916,0.4955262,0.5007979,0.2407464,0.4303539,0.7647828,0.5240365,6.201446,2.979178,5.40472,2.898095,0.02158436,0.9668086,1.321768,0.9239051,4.474182,0.4206064,8.807879,1.025457,17.85852,0.4142403,484.1834,0.2908576,1381.021,0.1406515,-77.71763,-1.161218,1454.467,0.1410668,-83.95242,-1.016968,2421.291,0.05696072,-83.72187,-1.018401,-13.35607,-0.3991846,18.51094,0.3161153,0.01801726,0.9849573,-0.02432342,-0.6265721,-12.63106,18.51819,-0.000702232,-0.01046569,4.918033,3.080569,0.1938462,0.1283348,0.1107692,0.1021659,0
20.09953,0.0331648,19.57459,20.18404,20.63019,1.055601,80.72281,85.34315,17.21082,11.18076,0.1760899,0.5683255,0.09026393,0.1606432,0.2458273,0.1555634,1.509519,0.9643435,1.98977,1.225037,0.03374382,1.21509,1.340305,1.078077,3.772954,0.449493,10.77902,0.7759309,28.10937,0.2954454,510.7116,0.2243157,1433.171,0.1313283,-96.40723,-0.9478854,1452.077,0.1437694,-104.6603,-0.8052725,2407.798,0.08317424,-108.9736,-0.7381015,-21.33816,-0.2757495,30.82818,0.2148877,0.003618513,4.561693,-0.02212995,-0.6554143,-11.78422,20.40834,-0.0011384,-9.57E-05,3.236797,2.92599,0.1752941,0.1368605,0.1464706,0.1544227,0
32.73645,0.1381937,29.6608,31.56973,33.79597,4.135174,157.7513,130.5299,108.1198,118.1425,1.377509,0.503966,0.6882247,1.247707,1.998594,1.310369,17.44774,8.888916,11.34662,7.960495,0.04511636,1.447706,1.318464,0.6116007,4.812004,0.5238388,6.767239,1.280669,18.47957,0.5829903,706.824,0.2369398,1543.248,0.1795444,-113.4188,-0.8422955,1618.965,0.1194383,-114.3342,-0.799343,2526.356,0.04729717,-114.8994,-0.7886851,-10.17261,-0.6425589,18.28981,0.4760434,0.04949092,0.390021,-0.02507709,-0.5540172,-5.841576,12.6437,0.04478917,-0.01657958,3.703704,2.863436,0.1469231,0.1095013,0.1685714,0.1164264,0
